Date,Open,High,Low,Close,Volume,Market Cap
Apr-27-2022,6.124862861186758,6.227346009576272,6.002609291087595,6.093611276076769,89334086.14107884,636860193.9429849
Apr-28-2022,6.093611276076769,6.1443464687962885,5.767764119592873,5.828974158844355,93171138.54693878,619910664.587252
Apr-29-2022,5.8415068543908575,5.966849560376259,5.352345207562005,5.372663280659723,89028472.91428572,602859041.778234
Apr-30-2022,5.35831094615469,5.66960306902369,5.343567103913079,5.62018067614053,111985541.59139785,571426698.9974205
May-01-2022,5.604754480168662,5.710349786426785,5.346045382228491,5.533391040700286,94109397.38461539,576400822.1240914
May-02-2022,5.535078844669094,5.640162438336385,5.308064502803683,5.4131030277710135,90362423.00414938,573454874.0115709
May-03-2022,5.416119627261921,5.937890934160052,5.416119627261921,5.934263167291489,87351217.23333333,586489597.3790835
May-04-2022,5.937103784343366,6.078199660358779,5.334101481034379,5.505320776314715,115593274.06271777,602103128.0376332
May-05-2022,5.4991336804403375,5.4991336804403375,5.294483619416248,5.436185309730033,131134380.1388889,564200686.7440785
May-06-2022,5.434030588740849,5.434030588740849,5.131038170846339,5.258037023135302,92683539.92094861,556969157.0972761
May-07-2022,5.2473920114631625,5.264624197242552,5.014131323420318,5.035601416640564,94785499.68503937,533483142.9880983
May-08-2022,5.056341357980237,5.169154655974643,4.46229432664425,4.55250701196151,130302808.2189781,502555790.75112593
May-09-2022,4.468433411434876,5.236314092951297,4.2655171255817645,4.754468979119833,299542681.7777778,498864393.3646383
May-10-2022,4.743969474481252,4.924374844228584,3.7943996864961607,3.980097954806869,269815667.9581882,461986868.2385996
May-11-2022,3.998269860679676,4.21578963756494,3.1401658660206304,3.617017210049213,314868554.3888889,375718429.1557993
May-12-2022,3.615843115558045,4.197894048950401,3.5936159440369377,3.8878818867149,161411443.8888889,416679200.51361346
May-13-2022,3.90017388388521,4.093774483260448,3.6859849160024303,4.077502123783759,86823294.58113207,407554997.4794064
May-14-2022,4.082366045342467,4.277716549227369,3.948385773535016,4.27272578864161,72770053.00398406,422628845.2785462
May-15-2022,4.27272578864161,4.27272578864161,3.9077544834143794,3.957780926767077,86165947.5625,421127147.85830003
May-16-2022,3.957269170229084,4.267144339724996,3.957269170229084,4.216401733379243,79101598.8619247,430277928.971166
May-17-2022,4.207404167206875,4.2828095315091765,3.811373992828893,3.820740642815679,83662337.48387097,420747193.29084855
May-18-2022,3.809628781545156,4.017071688327277,3.6943211075508513,4.004837825698541,80196501.04417671,402015000.1693509
May-19-2022,4.004837825698541,4.052299959021315,3.753785795164796,3.8292358775051465,74157925.93846154,406589569.83223534
May-20-2022,3.821440138850968,3.9890401681121928,3.784434109934096,3.925387501125023,72377327.248,405669710.27853125
May-21-2022,3.925271122493167,4.140893634562084,3.894179271374638,4.140893634562084,60440133.79032258,418341057.238985
May-22-2022,4.123784733933108,4.523247534735102,4.044024376246402,4.086832355391793,112659377.9,446176023.5980978
May-23-2022,4.093635625463309,4.147930781295437,3.848185793070808,4.102352555463891,118369004.69444445,420194186.74782974
May-24-2022,4.102472093274915,4.273103460598497,4.000213587961346,4.063153126723148,110352500.55555555,426372046.2952604
May-25-2022,4.070302174966525,4.140804337423268,3.658521403973608,3.80627789414532,107259290.94117647,405236852.8275475
May-26-2022,3.774800937771164,3.867859779094073,3.627067323144699,3.695373086137734,118448730.44444445,390391000.48722684
