Date,Open,High,Low,Close,Volume,Market Cap
Apr-27-2022,0.6522730551672049,0.6552475936872371,0.6363555095996931,0.6437558373787492,2150031630.321678,29863963833.572006
Apr-28-2022,0.6430491208937329,0.645645476469126,0.6032090402252758,0.6112752989275165,2252167153.7777777,28876779992.502483
Apr-29-2022,0.6119930489572497,0.6278982500870536,0.5759516610183159,0.5880648366995724,2317835457.3333335,28431600991.222317
Apr-30-2022,0.5862923618846513,0.6107689722433736,0.5805168528775881,0.6081094563110605,2863426223.2544804,27447481878.382473
May-01-2022,0.6073057942852198,0.6298796312439431,0.6011834922260026,0.6141148044024791,2391940847.1969113,28382388925.070995
May-02-2022,0.614519277003041,0.6249329980709887,0.5974656401760978,0.6048061890049985,2289579056,28343675762.45481
May-03-2022,0.6048852995485435,0.647768590409901,0.6048848235144383,0.6463811115864901,2326573495.3142858,28657950047.885735
May-04-2022,0.6460655042251044,0.654407530304563,0.5839974375545669,0.5987331403198634,2783333721.1986065,28837212182.53293
May-05-2022,0.5985826526086011,0.6133431805067632,0.5907987139859553,0.602637524330915,3367894407.111111,27753814014.526157
May-06-2022,0.6025416436230774,0.6040953018337611,0.5728860415477491,0.5828897007776667,2075299283.5555556,27473113806.72486
May-07-2022,0.5812151317924701,0.5825551882865316,0.5622271284229717,0.564982737505194,2143224680,26442662587.668873
May-08-2022,0.5667412397813156,0.5753363337443035,0.479919195920918,0.49681179086492905,2962199130.1408453,24762708740.137344
May-09-2022,0.4910381886255832,0.5352751341848725,0.4788170750208691,0.5134818059164946,5886753717.333333,23749760984.812122
May-10-2022,0.513938765437132,0.5217098727176996,0.3755803010470895,0.4123403719433066,5203535646.327526,21740202073.91502
May-11-2022,0.4138391401970181,0.4263770708911323,0.3443422315333173,0.385155303413122,7797449043.555555,17598217306.411293
May-12-2022,0.3848503707911292,0.45952149912762025,0.3823236098522554,0.422243202781914,17876369441.77778,19989498683.278603
May-13-2022,0.4237361144918445,0.440791142324936,0.3980994654288693,0.4279624482532501,8310127120.888889,19412584659.04579
May-14-2022,0.426539042766285,0.446840491860256,0.4163794064017678,0.446840491860256,2206819346.2222223,19686033030.76762
May-15-2022,0.44660623412112416,0.44660623412112416,0.4120300783007974,0.4217040454039296,2218598225.3333335,19554418378.705498
May-16-2022,0.4214958084247742,0.4386374866549748,0.419894168868149,0.4377147431734225,2307427776.4444447,19884670548.056576
May-17-2022,0.437097856871314,0.44095094022391645,0.4058216050823363,0.4064589198093056,2196327213.2027974,19455293038.296337
May-18-2022,0.4050701260816535,0.422053889562849,0.3970243834251349,0.42022848107007527,2314145025.3426576,18941193165.438103
May-19-2022,0.4198923996083776,0.4363526248537007,0.4023278168526423,0.4102564834700317,2181675323.111111,19407944880.30313
May-20-2022,0.4101351968438508,0.41710162037163634,0.4042665521393746,0.4145807925458183,1698693401.3333333,19004156174.363323
May-21-2022,0.41422593638801214,0.4236840914293626,0.41023186520582416,0.4220876979618776,1061161085.1111112,19219245672.11139
May-22-2022,0.4215730782339459,0.42760929913967954,0.4012156862837644,0.4043912616065388,1454886644.8501742,19370952843.230152
May-23-2022,0.404470775742334,0.4130497544193372,0.3926055408087239,0.4085174175403593,2059372055.1111112,18733880688.941223
May-24-2022,0.4082050424021448,0.412323781015419,0.3964553399382474,0.4055685950044792,2175594399.111111,18704805502.21379
May-25-2022,0.405729702419684,0.4098862619169217,0.3799332511590861,0.393816251767839,2629108579.5555553,18309829798.65282
May-26-2022,0.39237114066903805,0.3997617096212892,0.37762295890024433,0.3815647214571109,3098432768,17985743809.34372
